Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
535,Kenrich Williams,PF,29,OKC,51,1,14.2,1.6,3.7,.449,0.8,2.0,.386,0.9,1.7,.523,.553,0.1,0.2,.300,0.7,2.0,2.8,1.2,0.5,0.1,0.4,1.4,4.1,willike04
536,Mark Williams,C,22,CHO,19,19,26.7,5.2,7.9,.649,0.0,0.0,,5.2,7.9,.649,.649,2.4,3.4,.719,4.0,5.7,9.7,1.2,0.8,1.1,0.9,2.6,12.7,willima07
537,Patrick Williams,PF,22,CHI,43,30,27.3,3.7,8.3,.443,1.4,3.4,.399,2.3,4.9,.474,.525,1.2,1.5,.788,1.1,2.8,3.9,1.5,0.9,0.8,1.3,2.0,10.0,willipa01
538,Robert Williams,C,26,POR,6,0,19.8,2.8,4.3,.654,0.0,0.0,,2.8,4.3,.654,.654,1.2,1.5,.778,1.8,4.5,6.3,0.8,1.2,1.2,1.2,2.8,6.8,williro04
539,Vince Williams Jr.,SG,23,MEM,51,32,27.5,3.2,7.3,.445,1.5,4.0,.373,1.7,3.3,.533,.547,2.0,2.5,.802,1.2,4.4,5.6,3.3,0.9,0.6,1.7,2.6,9.9,willivi01
540,Ziaire Williams,SF,22,MEM,51,15,20.4,2.9,7.4,.397,1.1,3.7,.307,1.8,3.7,.487,.474,1.2,1.5,.827,0.7,2.8,3.5,1.5,0.7,0.2,1.3,1.7,8.2,willizi02
541,Zion Williamson,PF,23,NOP,51,51,30.5,8.7,15.1,.576,0.1,0.3,.385,8.6,14.9,.579,.579,4.5,6.6,.687,1.7,3.8,5.5,5.2,0.9,0.5,2.6,2.3,22.0,willizi01
542,Jalen Wilson,PF,23,BRK,24,1,14.4,1.7,3.8,.444,0.6,1.5,.405,1.0,2.2,.472,.528,0.9,1.0,.913,1.2,1.5,2.7,1.2,0.3,0.0,0.3,1.1,4.8,wilsoja03
543,Dylan Windler,SF,27,TOT,11,0,3.2,0.5,1.0,.455,0.5,0.9,.500,0.0,0.1,.000,.682,0.0,0.0,,0.0,0.4,0.4,0.6,0.0,0.0,0.0,0.3,1.4,windldy01
543,Dylan Windler,SF,27,NYK,3,0,2.3,0.3,0.7,.500,0.3,0.7,.500,0.0,0.0,,.750,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,1.0,windldy01
543,Dylan Windler,SF,27,LAL,8,0,3.5,0.5,1.1,.444,0.5,1.0,.500,0.0,0.1,.000,.667,0.0,0.0,,0.0,0.4,0.4,0.8,0.0,0.0,0.0,0.3,1.5,windldy01
544,James Wiseman,C,22,DET,42,0,14.4,2.5,3.9,.660,0.0,0.0,.000,2.5,3.8,.669,.660,0.7,1.2,.608,1.5,2.7,4.2,0.7,0.2,0.6,0.8,2.1,5.8,wisemja01
545,Christian Wood,PF,28,LAL,50,1,17.4,2.5,5.3,.466,0.7,2.3,.307,1.8,3.0,.587,.532,1.3,1.9,.702,0.8,4.3,5.1,1.0,0.3,0.7,1.0,1.4,6.9,woodch01
546,Delon Wright,PG,31,TOT,36,1,14.2,1.4,3.6,.397,0.4,1.2,.381,1.0,2.5,.404,.458,0.8,1.0,.829,0.4,1.4,1.8,2.5,1.1,0.3,0.3,0.6,4.1,wrighde01
546,Delon Wright,PG,31,WAS,33,0,13.8,1.5,3.7,.393,0.4,1.2,.368,1.0,2.5,.405,.451,0.7,0.9,.828,0.4,1.4,1.8,2.5,1.1,0.2,0.3,0.7,4.1,wrighde01
546,Delon Wright,PG,31,MIA,3,1,18.7,1.3,3.0,.444,0.7,1.3,.500,0.7,1.7,.400,.556,1.7,2.0,.833,0.3,1.0,1.3,3.0,1.0,0.3,0.0,0.3,5.0,wrighde01
547,Thaddeus Young,PF,35,TOT,25,6,15.2,2.3,3.7,.613,0.0,0.2,.167,2.2,3.5,.644,.618,0.2,0.6,.357,1.4,2.0,3.4,2.0,0.8,0.1,0.5,1.7,4.8,youngth01
547,Thaddeus Young,PF,35,TOR,23,6,15.2,2.3,3.8,.621,0.0,0.3,.167,2.3,3.5,.654,.626,0.2,0.5,.417,1.3,2.0,3.3,2.2,0.8,0.1,0.5,1.7,5.0,youngth01
547,Thaddeus Young,PF,35,PHO,2,0,14.5,1.5,3.0,.500,0.0,0.0,,1.5,3.0,.500,.500,0.0,1.0,.000,3.5,1.5,5.0,0.0,0.5,0.0,0.5,2.0,3.0,youngth01
548,Trae Young,PG,25,ATL,51,51,36.5,8.2,19.3,.426,3.3,8.9,.371,4.9,10.3,.473,.512,6.6,7.8,.856,0.4,2.3,2.7,10.8,1.4,0.2,4.3,2.1,26.4,youngtr01
549,Omer Yurtseven,C,25,UTA,34,6,9.2,1.4,2.8,.521,0.1,0.5,.235,1.3,2.3,.584,.543,0.2,0.4,.533,1.3,2.4,3.7,0.5,0.1,0.4,0.7,1.1,3.2,yurtsom01
550,Cody Zeller,C,31,NOP,39,0,7.7,0.6,1.5,.417,0.0,0.1,.333,0.6,1.5,.421,.425,0.6,0.9,.611,1.2,1.6,2.7,0.9,0.2,0.1,0.4,1.1,1.9,zelleco01
551,Ivica Zubac,C,26,LAC,49,49,26.2,4.9,7.5,.648,0.0,0.0,,4.9,7.5,.648,.648,1.7,2.5,.669,3.0,6.3,9.2,1.3,0.2,1.2,1.2,2.7,11.4,zubaciv01
